Sum of Age,Age-Demograph,Attrition,BusinessTravel,Sum of DailyRate,Department,Sum of DistanceFromHome,Sum of Education,Education_Description,EducationField,Sum of EmployeeCount,Sum of EmployeeNumber,Sum of EnvironmentSatisfaction,Name,Last_name,First_name,Gender,Environment_Satisfaction_Description,Job_Involvement_description,Sum of HourlyRate,Job_Level_Description,Job_Satisfaction__description,Sum of JobInvolvement,Sum of JobLevel,JobRole,MaritalStatus,Sum of JobSatisfaction,Sum of MonthlyIncome,Sum of MonthlyRate,Sum of NumCompaniesWorked,Over18,OverTime,Sum of PercentSalaryHike,performance_rate_description,Sum of PerformanceRating,promotion_desciption,relation_satisfaction_description,Sum of RelationshipSatisfaction,Sum of StandardHours,Stock_Option_Level_description,Sum of StockOptionLevel,Sum of TotalWorkingYears,Sum of TrainingTimesLastYear,Work_life_balance_description,Sum of WorkLifeBalance,Sum of YearsAtCompany,Sum of YearsInCurrentRole,Sum of YearsSinceLastPromotion,Sum of YearsWithCurrManager
48,46-55,No,Travel_Rarely,1221,Sales,7,3,Bachelor,Marketing,1,1466,3,Acea Boz,Boz,Acea,Male,High,High,96,Junior,Low,3,2,Sales Executive,Divorced,1,5486,24795,4,Y,No,11,excellent,3,Was promoted,Low,1,80,Platinum,3,15,3,Better,3,2,2,2,2
34,25-35,Yes,Travel_Rarely,1107,Human Resources,9,4,Master,Technical Degree,1,1467,1,Jenalis Draedon,Draedon,Jenalis,Female,Low,High,52,Entry Level,High,3,1,Human Resources,Married,3,2742,3072,1,Y,No,15,excellent,3,Was promoted,Very High,4,80,None,0,2,0,Better,3,2,2,2,2
40,36-45,No,Non-Travel,218,Research & Development,8,1,School,Medical,1,1468,4,Demontrell Izziah,Izziah,Demontrell,Male,Very High,Midium,55,Senior,Medium,2,3,Research Director,Divorced,2,13757,25178,2,Y,No,11,excellent,3,Was promoted,High,3,80,Silver,1,16,5,Better,3,9,8,4,8
28,25-35,No,Travel_Rarely,866,Sales,5,3,Bachelor,Medical,1,1469,4,Javarion Cason,Cason,Javarion,Male,Very High,High,84,Junior,Low,3,2,Sales Executive,Single,1,8463,23490,0,Y,No,18,excellent,3,Was promoted,Very High,4,80,None,0,6,4,Better,3,5,4,1,3
44,36-45,No,Non-Travel,981,Research & Development,5,3,Bachelor,Life Sciences,1,1471,3,Johnta Reydon,Reydon,Johnta,Male,High,Midium,90,Entry Level,High,2,1,Laboratory Technician,Single,3,3162,7973,3,Y,No,14,excellent,3,Not promoted,Very High,4,80,None,0,7,5,Better,3,5,2,0,3
53,46-55,No,Travel_Rarely,447,Research & Development,2,3,Bachelor,Medical,1,1472,4,Percie Qualin,Qualin,Percie,Male,Very High,Very High,39,Team Lead,Medium,4,4,Research Director,Single,2,16598,19764,4,Y,No,12,excellent,3,Was promoted,Medium,2,80,None,0,35,2,Good,2,9,8,8,8
49,46-55,No,Travel_Rarely,1495,Research & Development,5,4,Master,Technical Degree,1,1473,1,Frederi Gregorey,Gregorey,Frederi,Male,Low,High,96,Junior,High,3,2,Healthcare Representative,Married,3,6651,21534,2,Y,No,14,excellent,3,Was promoted,Medium,2,80,Silver,1,20,0,Good,2,3,2,1,2
40,36-45,No,Travel_Rarely,896,Research & Development,2,3,Bachelor,Medical,1,1474,3,Allan Jumanne,Jumanne,Allan,Male,High,High,68,Entry Level,High,3,1,Research Scientist,Divorced,3,2345,8045,2,Y,No,14,excellent,3,Was promoted,High,3,80,Silver,1,8,3,Best,4,3,1,1,2
44,36-45,No,Travel_Rarely,1467,Research & Development,20,3,Bachelor,Life Sciences,1,1475,4,Tauhid Fardeen,Fardeen,Tauhid,Male,Very High,High,49,Entry Level,Medium,3,1,Research Scientist,Single,2,3420,21158,1,Y,No,13,excellent,3,Was promoted,High,3,80,None,0,6,3,Good,2,5,2,1,3
33,25-35,No,Travel_Frequently,430,Sales,7,3,Bachelor,Medical,1,1477,4,Leovanni Camiren,Camiren,Leovanni,Male,Very High,High,54,Junior,Low,3,2,Sales Executive,Married,1,4373,17456,0,Y,No,14,excellent,3,Not promoted,Low,1,80,Gold,2,5,2,Better,3,4,3,0,3
34,25-35,No,Travel_Rarely,1326,Sales,3,3,Bachelor,Other,1,1478,4,Jahn Matyas,Matyas,Jahn,Male,Very High,Low,81,Junior,Low,1,2,Sales Executive,Single,1,4759,15891,3,Y,No,18,excellent,3,Was promoted,Very High,4,80,None,0,15,2,Better,3,13,9,3,12
30,25-35,No,Travel_Rarely,1358,Sales,16,1,School,Life Sciences,1,1479,4,Baer Nieem,Nieem,Baer,Male,Very High,High,96,Junior,High,3,2,Sales Executive,Married,3,5301,2939,8,Y,No,15,excellent,3,Was promoted,High,3,80,Gold,2,4,2,Good,2,2,1,2,2
42,36-45,No,Travel_Frequently,748,Research & Development,9,2,College,Medical,1,1480,1,Macaela Allon,Allon,Macaela,Female,Low,High,74,Entry Level,Very High,3,1,Laboratory Technician,Single,4,3673,16458,1,Y,No,13,excellent,3,Was promoted,High,3,80,None,0,12,3,Better,3,12,9,5,8
44,36-45,No,Travel_Frequently,383,Sales,1,5,Doctor,Marketing,1,1481,1,Jenielle Khayden,Khayden,Jenielle,Female,Low,High,79,Junior,High,3,2,Sales Executive,Married,3,4768,9282,7,Y,No,12,excellent,3,Not promoted,High,3,80,Silver,1,11,4,Good,2,1,0,0,0
30,25-35,No,Non-Travel,990,Research & Development,7,3,Bachelor,Technical Degree,1,1482,3,Khemari Powell,Powell,Khemari,Male,High,High,64,Entry Level,High,3,1,Research Scientist,Divorced,3,1274,7152,1,Y,No,13,excellent,3,Not promoted,Medium,2,80,Gold,2,1,2,Good,2,1,0,0,0
57,Over-55,No,Travel_Rarely,405,Research & Development,1,2,College,Life Sciences,1,1483,2,Darnay Serge,Serge,Darnay,Male,Medium,Very High,93,Junior,High,4,2,Research Scientist,Married,3,4900,2721,0,Y,No,24,outstanding,4,Was promoted,Low,1,80,Silver,1,13,2,Good,2,12,9,2,8
49,46-55,No,Travel_Rarely,1490,Research & Development,7,4,Master,Life Sciences,1,1484,3,Zaine Jhaziel,Jhaziel,Zaine,Male,High,High,35,Senior,Medium,3,3,Healthcare Representative,Divorced,2,10466,20948,3,Y,No,14,excellent,3,Not promoted,Medium,2,80,Gold,2,29,3,Better,3,8,7,0,7
34,25-35,No,Travel_Frequently,829,Research & Development,15,3,Bachelor,Medical,1,1485,2,Delontay Beckum,Beckum,Delontay,Male,Medium,High,71,Team Lead,Low,3,4,Research Director,Divorced,1,17007,11929,7,Y,No,14,excellent,3,Was promoted,Very High,4,80,Gold,2,16,3,Good,2,14,8,6,9
28,25-35,Yes,Travel_Frequently,1496,Sales,1,3,Bachelor,Technical Degree,1,1486,1,Pedroluis Yahel,Yahel,Pedroluis,Male,Low,High,92,Entry Level,High,3,1,Sales Representative,Married,3,2909,15747,3,Y,No,15,excellent,3,Was promoted,Very High,4,80,Silver,1,5,3,Best,4,3,2,1,2
29,25-35,Yes,Travel_Frequently,115,Sales,13,3,Bachelor,Technical Degree,1,1487,1,Shashawna Yeray,Yeray,Shashawna,Female,Low,High,51,Junior,Medium,3,2,Sales Executive,Single,2,5765,17485,5,Y,No,11,excellent,3,Not promoted,Low,1,80,None,0,7,4,Bad,1,5,3,0,0
34,25-35,Yes,Travel_Rarely,790,Sales,24,4,Master,Medical,1,1489,1,Zeyah Kye,Kye,Zeyah,Female,Low,Midium,40,Junior,Medium,2,2,Sales Executive,Single,2,4599,7815,0,Y,Yes,23,outstanding,4,Was promoted,High,3,80,None,0,16,2,Best,4,15,9,10,10
35,25-35,No,Travel_Rarely,660,Sales,7,1,School,Life Sciences,1,1492,4,Jamaryon Corneil,Corneil,Jamaryon,Male,Very High,High,76,Entry Level,High,3,1,Sales Representative,Married,3,2404,16192,1,Y,No,13,excellent,3,Not promoted,Low,1,80,Silver,1,1,3,Better,3,1,0,0,0
24,Under-20,Yes,Travel_Frequently,381,Research & Development,9,3,Bachelor,Medical,1,1494,2,Trinay Yahshua,Yahshua,Trinay,Male,Medium,High,89,Entry Level,Low,3,1,Laboratory Technician,Single,1,3172,16998,2,Y,Yes,11,excellent,3,Not promoted,High,3,80,None,0,4,2,Good,2,0,0,0,0
24,Under-20,No,Non-Travel,830,Sales,13,2,College,Life Sciences,1,1495,4,Clovie Estaban,Estaban,Clovie,Female,Very High,High,78,Entry Level,Medium,3,1,Sales Representative,Married,2,2033,7103,1,Y,No,13,excellent,3,Not promoted,High,3,80,Silver,1,1,2,Better,3,1,0,0,0
44,36-45,No,Travel_Frequently,1193,Research & Development,2,1,School,Medical,1,1496,2,Alarik Ekaansh,Ekaansh,Alarik,Male,Medium,High,86,Senior,High,3,3,Manufacturing Director,Single,3,10209,19719,5,Y,Yes,18,excellent,3,Was promoted,Medium,2,80,None,0,16,2,Good,2,2,2,2,2
29,25-35,No,Travel_Rarely,1246,Sales,19,3,Bachelor,Life Sciences,1,1497,3,Binford Webster,Webster,Binford,Male,High,Midium,77,Junior,High,2,2,Sales Executive,Divorced,3,8620,23757,1,Y,No,14,excellent,3,Not promoted,High,3,80,Gold,2,10,3,Better,3,10,7,0,4
30,25-35,No,Travel_Rarely,330,Human Resources,1,3,Bachelor,Life Sciences,1,1499,3,Braiden Semajai,Semajai,Braiden,Male,High,High,46,Entry Level,High,3,1,Human Resources,Divorced,3,2064,15428,0,Y,No,21,outstanding,4,Was promoted,Low,1,80,Silver,1,6,3,Best,4,5,3,1,3
55,46-55,No,Travel_Rarely,1229,Research & Development,4,4,Master,Life Sciences,1,1501,4,Latony Kendrik,Kendrik,Latony,Male,Very High,High,30,Junior,High,3,2,Healthcare Representative,Married,3,4035,16143,0,Y,Yes,16,excellent,3,Was promoted,Medium,2,80,None,0,4,2,Better,3,3,2,1,2
33,25-35,No,Travel_Rarely,1099,Research & Development,4,4,Master,Medical,1,1502,1,Chancie Eeyan,Eeyan,Chancie,Female,Low,Midium,82,Entry Level,Medium,2,1,Laboratory Technician,Married,2,3838,8192,8,Y,No,11,excellent,3,Not promoted,Very High,4,80,None,0,8,5,Better,3,5,4,0,2
47,46-55,No,Travel_Rarely,571,Sales,14,3,Bachelor,Medical,1,1503,3,Denyel Zakkary,Zakkary,Denyel,Female,High,High,78,Junior,High,3,2,Sales Executive,Married,3,4591,24200,3,Y,Yes,17,excellent,3,Was promoted,High,3,80,Silver,1,11,4,Good,2,5,4,1,2
28,25-35,Yes,Travel_Frequently,289,Research & Development,2,2,College,Medical,1,1504,3,Larome Quamir,Quamir,Larome,Male,High,Midium,38,Entry Level,Low,2,1,Laboratory Technician,Single,1,2561,5355,7,Y,No,11,excellent,3,Not promoted,High,3,80,None,0,8,2,Good,2,0,0,0,0
28,25-35,No,Travel_Rarely,1423,Research & Development,1,3,Bachelor,Life Sciences,1,1506,1,Hashim Draquan,Draquan,Hashim,Male,Low,Midium,72,Entry Level,High,2,1,Research Scientist,Divorced,3,1563,12530,1,Y,No,14,excellent,3,Not promoted,Very High,4,80,Silver,1,1,2,Bad,1,1,0,0,0
28,25-35,No,Travel_Frequently,467,Sales,7,3,Bachelor,Life Sciences,1,1507,3,Mathyus Kymar,Kymar,Mathyus,Male,High,High,55,Junior,Low,3,2,Sales Executive,Single,1,4898,11827,0,Y,No,14,excellent,3,Was promoted,Very High,4,80,None,0,5,5,Better,3,4,2,1,3
49,46-55,No,Travel_Rarely,271,Research & Development,3,2,College,Medical,1,1509,3,Olyne Dennard,Dennard,Olyne,Female,High,Midium,43,Junior,Low,2,2,Laboratory Technician,Married,1,4789,23070,4,Y,No,25,outstanding,4,Was promoted,Low,1,80,Silver,1,10,3,Better,3,3,2,1,2
29,25-35,No,Travel_Frequently,410,Research & Development,2,1,School,Life Sciences,1,1513,4,Tausha Ravaughn,Ravaughn,Tausha,Female,Very High,High,97,Entry Level,Medium,3,1,Laboratory Technician,Married,2,3180,4668,0,Y,No,13,excellent,3,Not promoted,High,3,80,Platinum,3,4,3,Better,3,3,2,0,2
28,25-35,No,Travel_Rarely,1083,Research & Development,29,1,School,Life Sciences,1,1514,3,Woodford Evaan,Evaan,Woodford,Male,High,Low,96,Junior,Medium,1,2,Manufacturing Director,Married,2,6549,3173,1,Y,No,14,excellent,3,Was promoted,Medium,2,80,Gold,2,8,2,Good,2,8,6,1,7
33,25-35,No,Travel_Rarely,516,Research & Development,8,5,Doctor,Life Sciences,1,1515,4,Ajon Frederi,Frederi,Ajon,Male,Very High,High,69,Junior,High,3,2,Healthcare Representative,Single,3,6388,22049,2,Y,Yes,17,excellent,3,Not promoted,Low,1,80,None,0,14,6,Better,3,0,0,0,0
32,25-35,No,Travel_Rarely,495,Research & Development,10,3,Bachelor,Medical,1,1516,3,Rintaro Virgel,Virgel,Rintaro,Male,High,High,64,Senior,Very High,3,3,Manager,Single,4,11244,21072,2,Y,No,25,outstanding,4,Not promoted,Medium,2,80,None,0,10,5,Best,4,5,2,0,0
54,46-55,No,Travel_Frequently,1050,Research & Development,11,4,Master,Medical,1,1520,2,Rittany Hajun,Hajun,Rittany,Female,Medium,High,87,Team Lead,Very High,3,4,Manager,Divorced,4,16032,24456,3,Y,No,20,outstanding,4,Was promoted,Low,1,80,Silver,1,26,2,Better,3,14,9,1,12
29,25-35,Yes,Travel_Rarely,224,Research & Development,1,4,Master,Technical Degree,1,1522,1,Ike Ilian,Ilian,Ike,Male,Low,Midium,100,Entry Level,Low,2,1,Research Scientist,Single,1,2362,7568,6,Y,No,13,excellent,3,Not promoted,High,3,80,None,0,11,2,Bad,1,9,7,0,7
44,36-45,No,Travel_Rarely,136,Research & Development,28,3,Bachelor,Life Sciences,1,1523,4,Mackinley Kieran,Kieran,Mackinley,Male,Very High,High,32,Team Lead,Low,3,4,Research Director,Married,1,16328,22074,3,Y,No,13,excellent,3,Was promoted,High,3,80,Silver,1,24,1,Best,4,20,6,14,17
39,36-45,No,Travel_Rarely,1089,Research & Development,6,3,Bachelor,Life Sciences,1,1525,2,Marichuy Jassem,Jassem,Marichuy,Female,Medium,High,32,Senior,Medium,3,3,Manufacturing Director,Single,2,8376,9150,4,Y,No,18,excellent,3,Was promoted,Very High,4,80,None,0,9,3,Better,3,2,0,2,2
46,46-55,No,Travel_Rarely,228,Sales,3,3,Bachelor,Life Sciences,1,1527,3,Tanajah Tyreese,Tyreese,Tanajah,Female,High,High,51,Team Lead,Medium,3,4,Manager,Married,2,16606,11380,8,Y,No,12,excellent,3,Was promoted,Very High,4,80,Silver,1,23,2,Best,4,13,12,5,1
35,25-35,No,Travel_Rarely,1029,Research & Development,16,3,Bachelor,Life Sciences,1,1529,4,Maurisha Azarias,Azarias,Maurisha,Female,Very High,Midium,91,Senior,Medium,2,3,Healthcare Representative,Single,2,8606,21195,1,Y,No,19,excellent,3,Was promoted,Very High,4,80,None,0,11,3,Bad,1,11,8,3,3
23,Under-20,No,Travel_Rarely,507,Research & Development,20,1,School,Life Sciences,1,1533,1,Zymari Dajaun,Dajaun,Zymari,Male,Low,High,97,Junior,High,3,2,Laboratory Technician,Single,3,2272,24812,0,Y,No,14,excellent,3,Was promoted,Medium,2,80,None,0,5,2,Better,3,4,3,1,2
40,36-45,Yes,Travel_Rarely,676,Research & Development,9,4,Master,Life Sciences,1,1534,4,Montrevious Tyair,Tyair,Montrevious,Male,Very High,High,86,Entry Level,Low,3,1,Laboratory Technician,Single,1,2018,21831,3,Y,No,14,excellent,3,Was promoted,Medium,2,80,None,0,15,3,Bad,1,5,4,1,0
34,25-35,No,Travel_Rarely,971,Sales,1,3,Bachelor,Technical Degree,1,1535,4,Krister Donaldson,Donaldson,Krister,Male,Very High,Midium,64,Senior,High,2,3,Sales Executive,Married,3,7083,12288,1,Y,Yes,14,excellent,3,Was promoted,Very High,4,80,None,0,10,3,Better,3,10,9,8,6
31,25-35,Yes,Travel_Frequently,561,Research & Development,3,3,Bachelor,Life Sciences,1,1537,4,Tonja Crag,Crag,Tonja,Female,Very High,High,33,Entry Level,High,3,1,Research Scientist,Single,3,4084,4156,1,Y,No,12,excellent,3,Was promoted,Low,1,80,None,0,7,2,Bad,1,7,2,7,7
50,46-55,No,Travel_Frequently,333,Research & Development,22,5,Doctor,Medical,1,1539,3,Shunsuke Jafer,Jafer,Shunsuke,Male,High,Low,88,Team Lead,Very High,1,4,Research Director,Single,4,14411,24450,1,Y,Yes,13,excellent,3,Was promoted,Very High,4,80,None,0,32,2,Better,3,32,6,13,9
34,25-35,No,Travel_Rarely,1440,Sales,7,2,College,Technical Degree,1,1541,2,Micai Markael,Markael,Micai,Male,Medium,High,55,Entry Level,High,3,1,Sales Representative,Married,3,2308,4944,0,Y,Yes,25,outstanding,4,Was promoted,Medium,2,80,Silver,1,12,4,Better,3,11,10,5,7
42,36-45,No,Travel_Rarely,1210,Research & Development,2,3,Bachelor,Medical,1,1542,3,Hall Maston,Maston,Hall,Male,High,Midium,68,Entry Level,Medium,2,1,Laboratory Technician,Married,2,4841,24052,4,Y,No,14,excellent,3,Not promoted,Medium,2,80,Silver,1,4,3,Better,3,1,0,0,0
37,36-45,No,Travel_Rarely,674,Research & Development,13,3,Bachelor,Medical,1,1543,1,Kaliel Almanzo,Almanzo,Kaliel,Male,Low,High,47,Junior,Very High,3,2,Research Scientist,Married,4,4285,3031,1,Y,No,17,excellent,3,Was promoted,Low,1,80,None,0,10,2,Better,3,10,8,3,7
29,25-35,No,Travel_Rarely,441,Research & Development,8,1,School,Other,1,1544,3,Coralin Crag,Crag,Coralin,Female,High,Low,39,Junior,Low,1,2,Healthcare Representative,Married,1,9715,7288,3,Y,No,13,excellent,3,Not promoted,High,3,80,Silver,1,9,3,Better,3,7,7,0,7
33,25-35,No,Travel_Rarely,575,Research & Development,25,3,Bachelor,Life Sciences,1,1545,4,Semarias Antavious,Antavious,Semarias,Male,Very High,Midium,44,Junior,Medium,2,2,Manufacturing Director,Single,2,4320,24152,1,Y,No,13,excellent,3,Not promoted,Very High,4,80,None,0,5,2,Better,3,5,3,0,2
45,36-45,No,Travel_Rarely,950,Research & Development,28,3,Bachelor,Technical Degree,1,1546,4,Mohmed Ashish,Ashish,Mohmed,Male,Very High,High,97,Entry Level,Very High,3,1,Research Scientist,Married,4,2132,4585,4,Y,No,20,outstanding,4,Not promoted,Very High,4,80,Silver,1,8,3,Better,3,5,4,0,3
42,36-45,No,Travel_Frequently,288,Research & Development,2,3,Bachelor,Life Sciences,1,1547,4,Orvalle Sodbileg,Sodbileg,Orvalle,Male,Very High,High,40,Senior,Very High,3,3,Healthcare Representative,Married,4,10124,18611,2,Y,Yes,14,excellent,3,Was promoted,High,3,80,Silver,1,24,3,Bad,1,20,8,13,9
40,36-45,No,Travel_Rarely,1342,Sales,9,2,College,Medical,1,1548,1,Tekhi Ronney,Ronney,Tekhi,Male,Low,High,47,Junior,Low,3,2,Sales Executive,Married,1,5473,19345,0,Y,No,12,excellent,3,Was promoted,Very High,4,80,None,0,9,5,Best,4,8,4,7,1
33,25-35,No,Travel_Rarely,589,Research & Development,28,4,Master,Life Sciences,1,1549,2,Grisham Kelwin,Kelwin,Grisham,Male,Medium,High,79,Junior,High,3,2,Laboratory Technician,Married,3,5207,22949,1,Y,Yes,12,excellent,3,Was promoted,Medium,2,80,Silver,1,15,3,Better,3,15,14,5,7
40,36-45,No,Travel_Rarely,898,Human Resources,6,2,College,Medical,1,1550,3,Douglas Kaceson,Kaceson,Douglas,Male,High,High,38,Team Lead,Very High,3,4,Manager,Single,4,16437,17381,1,Y,Yes,21,outstanding,4,Was promoted,Very High,4,80,None,0,21,2,Better,3,21,7,7,7
24,Under-20,No,Travel_Rarely,350,Research & Development,21,2,College,Technical Degree,1,1551,3,Feliks Harvel,Harvel,Feliks,Male,High,Midium,57,Entry Level,Low,2,1,Laboratory Technician,Divorced,1,2296,10036,0,Y,No,14,excellent,3,Not promoted,Medium,2,80,Platinum,3,2,3,Better,3,1,1,0,0
40,36-45,No,Non-Travel,1142,Research & Development,8,2,College,Life Sciences,1,1552,4,Teko Clabe,Clabe,Teko,Male,Very High,High,72,Junior,Very High,3,2,Healthcare Representative,Divorced,4,4069,8841,3,Y,Yes,18,excellent,3,Was promoted,High,3,80,None,0,8,2,Better,3,2,2,2,2
45,36-45,No,Travel_Rarely,538,Research & Development,1,4,Master,Technical Degree,1,1553,1,Alim Nivin,Nivin,Alim,Male,Low,High,66,Senior,Medium,3,3,Healthcare Representative,Divorced,2,7441,20933,1,Y,No,12,excellent,3,Was promoted,Low,1,80,Platinum,3,10,4,Better,3,10,8,7,7
35,25-35,No,Travel_Rarely,1402,Sales,28,4,Master,Life Sciences,1,1554,2,Keme Chinua,Chinua,Keme,Female,Medium,Midium,98,Entry Level,High,2,1,Sales Representative,Married,3,2430,26204,0,Y,No,23,outstanding,4,Was promoted,Low,1,80,Gold,2,6,5,Better,3,5,3,4,2
32,25-35,No,Travel_Rarely,824,Research & Development,5,2,College,Life Sciences,1,1555,4,Sila Seals,Seals,Sila,Female,Very High,Midium,67,Junior,Medium,2,2,Research Scientist,Married,2,5878,15624,3,Y,No,12,excellent,3,Was promoted,Low,1,80,Silver,1,12,2,Better,3,7,1,2,5
36,36-45,No,Travel_Rarely,1157,Sales,2,4,Master,Life Sciences,1,1556,3,Amariyon Zarif,Zarif,Amariyon,Male,High,High,70,Entry Level,Very High,3,1,Sales Representative,Single,4,2644,17001,3,Y,Yes,21,outstanding,4,Was promoted,Very High,4,80,None,0,7,3,Good,2,3,2,1,2
48,46-55,No,Travel_Rarely,492,Sales,16,4,Master,Life Sciences,1,1557,3,Niosha Asriel,Asriel,Niosha,Female,High,High,96,Junior,High,3,2,Sales Executive,Divorced,3,6439,13693,8,Y,No,14,excellent,3,Was promoted,High,3,80,Silver,1,18,2,Better,3,8,7,7,7
29,25-35,No,Travel_Rarely,598,Research & Development,9,3,Bachelor,Life Sciences,1,1558,3,Hovhannes Dvante,Dvante,Hovhannes,Male,High,Very High,91,Entry Level,High,4,1,Research Scientist,Married,3,2451,22376,6,Y,No,18,excellent,3,Not promoted,Low,1,80,Gold,2,5,2,Good,2,1,0,0,0
33,25-35,No,Travel_Rarely,1242,Sales,8,4,Master,Life Sciences,1,1560,1,Tandon Leihum,Leihum,Tandon,Male,Low,High,46,Junior,Low,3,2,Sales Executive,Married,1,6392,10589,2,Y,No,13,excellent,3,Was promoted,Very High,4,80,Silver,1,8,6,Bad,1,2,2,2,2
30,25-35,Yes,Travel_Rarely,740,Sales,1,3,Bachelor,Life Sciences,1,1562,2,Kalip Hommer,Hommer,Kalip,Male,Medium,Midium,64,Junior,Low,2,2,Sales Executive,Married,1,9714,5323,1,Y,No,11,excellent,3,Was promoted,Very High,4,80,Silver,1,10,4,Better,3,10,8,6,7
38,36-45,No,Travel_Frequently,888,Human Resources,10,4,Master,Human Resources,1,1563,3,Latony Trayvonne,Trayvonne,Latony,Male,High,High,71,Junior,High,3,2,Human Resources,Married,3,6077,14814,3,Y,No,11,excellent,3,Was promoted,High,3,80,None,0,10,2,Better,3,6,3,1,2
35,25-35,No,Travel_Rarely,992,Research & Development,1,3,Bachelor,Medical,1,1564,4,Kollyn Kemel,Kemel,Kollyn,Male,Very High,Midium,68,Entry Level,Low,2,1,Laboratory Technician,Single,1,2450,21731,1,Y,No,19,excellent,3,Was promoted,Medium,2,80,None,0,3,3,Better,3,3,0,1,2
30,25-35,No,Travel_Rarely,1288,Sales,29,4,Master,Technical Degree,1,1568,3,Kavaris Aidon,Aidon,Kavaris,Male,High,High,33,Senior,Medium,3,3,Sales Executive,Married,2,9250,17799,3,Y,No,12,excellent,3,Was promoted,Medium,2,80,Silver,1,9,3,Better,3,4,2,1,3
35,25-35,Yes,Travel_Rarely,104,Research & Development,2,3,Bachelor,Life Sciences,1,1569,1,Tierra Michaeljr,Michaeljr,Tierra,Female,Low,High,69,Entry Level,Low,3,1,Laboratory Technician,Divorced,1,2074,26619,1,Y,Yes,12,excellent,3,Not promoted,Very High,4,80,Silver,1,1,2,Better,3,1,0,0,0
53,46-55,Yes,Travel_Rarely,607,Research & Development,2,5,Doctor,Technical Degree,1,1572,3,Kametria Keison,Keison,Kametria,Female,High,Midium,78,Senior,Very High,2,3,Manufacturing Director,Married,4,10169,14618,0,Y,No,16,excellent,3,Was promoted,Medium,2,80,Silver,1,34,4,Better,3,33,7,1,9
38,36-45,Yes,Travel_Rarely,903,Research & Development,2,3,Bachelor,Medical,1,1573,3,Jafer Jahim,Jahim,Jafer,Male,High,High,81,Junior,Medium,3,2,Manufacturing Director,Married,2,4855,7653,4,Y,No,11,excellent,3,Was promoted,Low,1,80,Gold,2,7,2,Better,3,5,2,1,4
32,25-35,No,Non-Travel,1200,Research & Development,1,4,Master,Technical Degree,1,1574,4,Dotson Durrel,Durrel,Dotson,Male,Very High,High,62,Junior,Low,3,2,Research Scientist,Married,1,4087,25174,4,Y,No,14,excellent,3,Was promoted,Medium,2,80,Silver,1,9,3,Good,2,6,5,1,2
48,46-55,No,Travel_Rarely,1108,Research & Development,15,4,Master,Other,1,1576,3,Kaliah Emon,Emon,Kaliah,Female,High,High,65,Entry Level,Low,3,1,Research Scientist,Married,1,2367,16530,8,Y,No,12,excellent,3,Was promoted,Very High,4,80,Silver,1,10,3,Good,2,8,2,7,6
34,25-35,No,Travel_Rarely,479,Research & Development,7,4,Master,Medical,1,1577,1,Vasu Lamarion,Lamarion,Vasu,Male,Low,High,35,Entry Level,Very High,3,1,Research Scientist,Single,4,2972,22061,1,Y,No,13,excellent,3,Not promoted,High,3,80,None,0,1,4,Bad,1,1,0,0,0
55,46-55,No,Travel_Rarely,685,Sales,26,5,Doctor,Marketing,1,1578,3,Dhilan Rickman,Rickman,Dhilan,Male,High,Midium,60,Executive,Very High,2,5,Manager,Married,4,19586,23037,1,Y,No,21,outstanding,4,Was promoted,High,3,80,Silver,1,36,3,Better,3,36,6,2,13
34,25-35,No,Travel_Rarely,1351,Research & Development,1,4,Master,Life Sciences,1,1580,2,Lachlan Flavius,Flavius,Lachlan,Male,Medium,High,45,Junior,Very High,3,2,Research Scientist,Married,4,5484,13008,9,Y,No,17,excellent,3,Was promoted,Medium,2,80,Silver,1,9,3,Good,2,2,2,2,1
26,25-35,No,Travel_Rarely,474,Research & Development,3,3,Bachelor,Life Sciences,1,1581,1,Ahshanti Johnlucas,Johnlucas,Ahshanti,Female,Low,High,89,Entry Level,Very High,3,1,Research Scientist,Married,4,2061,11133,1,Y,No,21,outstanding,4,Not promoted,Low,1,80,None,0,1,5,Better,3,1,0,0,0
38,36-45,No,Travel_Rarely,1245,Sales,14,3,Bachelor,Life Sciences,1,1582,3,Kirian Jagger,Jagger,Kirian,Male,High,High,80,Junior,Medium,3,2,Sales Executive,Married,2,9924,12355,0,Y,No,11,excellent,3,Was promoted,Very High,4,80,Silver,1,10,3,Better,3,9,8,7,7
38,36-45,No,Travel_Rarely,437,Sales,16,3,Bachelor,Life Sciences,1,1583,2,Deani Tramale,Tramale,Deani,Female,Medium,High,90,Junior,Medium,3,2,Sales Executive,Single,2,4198,16379,2,Y,No,12,excellent,3,Was promoted,Medium,2,80,None,0,8,5,Best,4,3,2,1,2
36,36-45,No,Travel_Rarely,884,Sales,1,4,Master,Life Sciences,1,1585,2,Jakaira Adal,Adal,Jakaira,Female,Medium,High,73,Junior,High,3,2,Sales Executive,Single,3,6815,21447,6,Y,No,13,excellent,3,Not promoted,Low,1,80,None,0,15,5,Better,3,1,0,0,0
29,25-35,No,Travel_Rarely,1370,Research & Development,3,1,School,Medical,1,1586,2,Darail Ladavian,Ladavian,Darail,Male,Medium,High,87,Entry Level,Low,3,1,Laboratory Technician,Single,1,4723,16213,1,Y,Yes,18,excellent,3,Was promoted,Very High,4,80,None,0,10,3,Better,3,10,9,1,5
